(2020-02-03 17:46:11.954835) | Strategy init with wallet: BNBUSDT
(2020-02-03 17:46:11.954835) | Interval that is fed to network has length: 2
(2020-02-03 17:46:11.954835) | Neuron initiated with id 0 in layer 0
(2020-02-03 17:46:11.954835) | Neuron initiated with id 1 in layer 0
(2020-02-03 17:46:11.954835) | Neuron initiated with id 0 in layer 1
(2020-02-03 17:46:11.954835) | Assigned random weights
(2020-02-03 17:46:11.954835) | Loading in model line: ['1', '0', '[-0.11345930157137255,0.532555230000003]', '-0.0006300000000000004']
(2020-02-03 17:46:12.697108) | Neuron 0 in layer: 0 has weights and biasNone bias: 0
(2020-02-03 17:46:12.697108) | Neuron 1 in layer: 0 has weights and biasNone bias: 0
(2020-02-03 17:46:12.697108) | Neuron 0 in layer: 1 has weights and bias[-0.11345930157137255, 0.53255523] bias: -0.0006300000000000004
(2020-02-03 17:46:12.712736) | -2.947516864895788
(2020-02-03 17:46:12.712736) | saved network succesfully
(2020-02-03 17:46:12.712736) | Currently training: neuron 0 in layer: 1 tweaking weight number: 0
(2020-02-03 17:46:12.712736) | -2.947516864895788
(2020-02-03 17:46:12.712736) | -2.9475152172961945
(2020-02-03 17:46:12.728351) | -2.9475185124958405
(2020-02-03 17:46:12.743974) | -2.9475152172961945
(2020-02-03 17:46:12.759594) | -2.947513569697061
(2020-02-03 17:46:12.775242) | -2.947511922098387
(2020-02-03 17:46:12.790868) | -2.9475102745001736
(2020-02-03 17:46:12.790868) | -2.947508626902419
(2020-02-03 17:46:12.806456) | -2.9475069793051247
(2020-02-03 17:46:12.822081) | -2.94750533170829
(2020-02-03 17:46:12.837700) | -2.9475036841119158
(2020-02-03 17:46:12.837700) | -2.947502036516001
(2020-02-03 17:46:12.853321) | -2.947500388920545
(2020-02-03 17:46:12.868944) | -2.94749874132555
(2020-02-03 17:46:12.884566) | -2.9474970937310148
(2020-02-03 17:46:12.884566) | -2.9474954461369385
(2020-02-03 17:46:12.900193) | -2.947493798543322
(2020-02-03 17:46:12.915808) | -2.9474921509501657
(2020-02-03 17:46:12.915808) | -2.947490503357469
(2020-02-03 17:46:12.931782) | -2.947488855765232
(2020-02-03 17:46:12.947190) | -2.9474872081734556
(2020-02-03 17:46:12.962670) | -2.9474855605821375
(2020-02-03 17:46:12.978294) | -2.9474839129912804
(2020-02-03 17:46:12.993912) | -2.9474822654008825
(2020-02-03 17:46:13.009592) | -2.9474806178109447
(2020-02-03 17:46:13.025173) | -2.947478970221466
(2020-02-03 17:46:13.040779) | -2.9474773226324475
(2020-02-03 17:46:13.040779) | -2.947475675043889
(2020-02-03 17:46:13.056398) | -2.9474740274557902
(2020-02-03 17:46:13.072031) | -2.9474723798681515
(2020-02-03 17:46:13.087642) | -2.947470732280972
